# model	fn	r	valid	nonman	chi	genus	comp	v	e	f	warn	tol	runs	distinct	agree	secs	bin	nmvert	throat	wantcomp
elbow_crowded	def	2.0	VALID	0	2	0	1	176	522	348	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_curved_endface	def	def	VALID	0	2	0	1	252	750	500	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_curved_endface	def	0.2	VALID	0	2	0	1	844	2526	1684	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_curved_endface	def	0.3	VALID	0	2	0	1	565	1689	1126	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_curved_endface	def	0.5	VALID	0	2	0	1	325	969	646	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_curved_endface	def	0.8	VALID	0	2	0	1	289	861	574	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_curved_endface	def	0.9	VALID	0	2	0	1	276	822	548	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_curved_endface	def	1.0	VALID	0	2	0	1	276	822	548	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_curved_endface	def	1.5	VALID	0	2	0	1	252	750	500	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_curved_endface	def	2.0	VALID	0	2	0	1	252	750	500	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_curved_wall	def	def	VALID	0	2	0	1	253	753	502	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_curved_wall	def	0.2	VALID	0	2	0	1	1945	5829	3886	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_curved_wall	def	0.3	VALID	0	2	0	1	1315	3939	2626	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_curved_wall	def	0.5	VALID	0	2	0	1	811	2427	1618	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_curved_wall	def	0.8	VALID	0	2	0	1	523	1563	1042	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_curved_wall	def	0.9	VALID	0	2	0	1	487	1455	970	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_curved_wall	def	1.0	VALID	0	2	0	1	445	1329	886	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_curved_wall	def	1.5	VALID	0	2	0	1	319	951	634	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_curved_wall	def	2.0	VALID	0	2	0	1	253	753	502	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_dihedral120	def	def	VALID	0	2	0	1	256	762	508	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral120	def	0.2	VALID	0	2	0	1	2020	6054	4036	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral120	def	0.3	VALID	0	2	0	1	1360	4074	2716	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral120	def	0.5	VALID	0	2	0	1	838	2508	1672	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_dihedral120	def	0.8	VALID	0	2	0	1	562	1680	1120	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral120	def	0.9	VALID	0	2	0	1	514	1536	1024	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral120	def	1.0	VALID	0	2	0	1	460	1374	916	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_dihedral120	def	1.5	VALID	0	2	0	1	316	942	628	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral120	def	2.0	VALID	0	2	0	1	256	762	508	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral60	def	def	VALID	0	2	0	1	236	702	468	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_dihedral60	def	0.2	VALID	0	2	0	1	1952	5850	3900	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral60	def	0.3	VALID	0	2	0	1	1316	3942	2628	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral60	def	0.5	VALID	0	2	0	1	794	2376	1584	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral60	def	0.8	VALID	0	2	0	1	530	1584	1056	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_dihedral60	def	0.9	VALID	0	2	0	1	482	1440	960	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral60	def	1.0	VALID	0	2	0	1	428	1278	852	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral60	def	1.5	VALID	0	2	0	1	296	882	588	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_dihedral60	def	2.0	VALID	0	2	0	1	236	702	468	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_facet_endface	def	def	VALID	0	2	0	1	247	735	490	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_facet_endface	def	0.2	VALID	0	2	0	1	1910	5724	3816	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_facet_endface	def	0.3	VALID	0	2	0	1	1289	3861	2574	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_facet_endface	def	0.5	VALID	0	2	0	1	785	2349	1566	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_facet_endface	def	0.8	VALID	0	2	0	1	518	1548	1032	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_facet_endface	def	0.9	VALID	0	2	0	1	475	1419	946	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_facet_endface	def	1.0	VALID	0	2	0	1	433	1293	862	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_facet_endface	def	1.5	VALID	0	2	0	1	292	870	580	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_facet_endface	def	2.0	VALID	0	2	0	1	247	735	490	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_oblique50	def	def	VALID	0	2	0	1	208	618	412	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_oblique50	def	0.2	VALID	0	2	0	1	1664	4986	3324	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_oblique50	def	0.3	VALID	0	2	0	1	1112	3330	2220	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_oblique50	def	0.5	VALID	0	2	0	1	677	2025	1350	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_oblique50	def	0.8	VALID	0	2	0	1	449	1341	894	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_oblique50	def	0.9	VALID	0	2	0	1	406	1212	808	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_oblique50	def	1.0	VALID	0	2	0	1	373	1113	742	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_oblique50	def	1.5	VALID	0	2	0	1	253	753	502	0	1e-6	3	1	yes	3	591ee703	0	-	1
elbow_oblique50	def	2.0	VALID	0	2	0	1	208	618	412	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_oblique75	def	def	VALID	0	2	0	1	238	708	472	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_oblique75	def	0.2	VALID	0	2	0	1	1853	5553	3702	0	1e-6	3	1	yes	4	591ee703	0	-	1
elbow_oblique75	def	0.3	VALID	0	2	0	1	1250	3744	2496	0	1e-6	3	1	yes	3	591ee703	0	-	1
