# tile	case	family	fn	col	op	valid	bnd	nonman	nmvert	chi	genus	comp	wantcomp	v	e	f	folds	warn	corners	class	tier	want_class	verdict_flags	tol	runs	distinct	secs	bin	camera
AC06-R4-C1	AC06	mixed-corner	32	1	original	VALID	0	0	0	2	0	1	1	15	39	26	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC06-R4-C2	AC06	mixed-corner	32	2	fillet	VALID	0	0	0	2	0	1	1	758	2268	1512	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=16 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC06-R4-C3	AC06	mixed-corner	32	3	chamfer	VALID	0	0	0	2	0	1	1	82	240	160	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=16 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC06-R5-C1	AC06	mixed-corner	64	1	original	VALID	0	0	0	2	0	1	1	15	39	26	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC06-R5-C2	AC06	mixed-corner	64	2	fillet	VALID	0	0	0	2	0	1	1	2382	7140	4760	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=16 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.12	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC06-R5-C3	AC06	mixed-corner	64	3	chamfer	VALID	0	0	0	2	0	1	1	82	240	160	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=16 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	36.419,-30.419,27.293,6,0,6
AC07-R1-C1	AC07	mixed-corner	stock	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R1-C2	AC07	mixed-corner	stock	2	fillet	VALID	0	0	0	2	0	1	1	160	474	316	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=26 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R1-C3	AC07	mixed-corner	stock	3	chamfer	VALID	0	0	0	2	0	1	1	103	303	202	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=26 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R2-C1	AC07	mixed-corner	8	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R2-C2	AC07	mixed-corner	8	2	fillet	VALID	0	0	0	2	0	1	1	160	474	316	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=26 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R2-C3	AC07	mixed-corner	8	3	chamfer	VALID	0	0	0	2	0	1	1	103	303	202	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=26 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R3-C1	AC07	mixed-corner	19	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R3-C2	AC07	mixed-corner	19	2	fillet	VALID	0	0	0	2	0	1	1	445	1329	886	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=26 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R3-C3	AC07	mixed-corner	19	3	chamfer	VALID	0	0	0	2	0	1	1	103	303	202	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=26 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R4-C1	AC07	mixed-corner	32	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R4-C2	AC07	mixed-corner	32	2	fillet	VALID	0	0	0	2	0	1	1	856	2562	1708	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=26 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R4-C3	AC07	mixed-corner	32	3	chamfer	VALID	0	0	0	2	0	1	1	103	303	202	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=26 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R5-C1	AC07	mixed-corner	64	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R5-C2	AC07	mixed-corner	64	2	fillet	VALID	0	0	0	2	0	1	1	2568	7698	5132	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=26 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.12	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC07-R5-C3	AC07	mixed-corner	64	3	chamfer	VALID	0	0	0	2	0	1	1	103	303	202	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=26 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.221,-28.221,29.955,6,6,6
AC08-R1-C1	AC08	mixed-corner	stock	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R1-C2	AC08	mixed-corner	stock	2	fillet	VALID	0	0	0	2	0	1	1	184	546	364	0	0	tube=0 capTri=12 cap=0 coons=0 saddle=0 flat=2 fan=2 weld=30 none=0	capTri	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R1-C3	AC08	mixed-corner	stock	3	chamfer	VALID	0	0	0	2	0	1	1	114	336	224	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=30 none=0	flat	tier=fullMitre welded=0 gate=1 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.12	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R2-C1	AC08	mixed-corner	8	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R2-C2	AC08	mixed-corner	8	2	fillet	VALID	0	0	0	2	0	1	1	184	546	364	0	0	tube=0 capTri=12 cap=0 coons=0 saddle=0 flat=2 fan=2 weld=30 none=0	capTri	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R2-C3	AC08	mixed-corner	8	3	chamfer	VALID	0	0	0	2	0	1	1	114	336	224	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=30 none=0	flat	tier=fullMitre welded=0 gate=1 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R3-C1	AC08	mixed-corner	19	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R3-C2	AC08	mixed-corner	19	2	fillet	VALID	0	0	0	2	0	1	1	567	1695	1130	0	1	tube=2 capTri=10 cap=2 coons=0 saddle=0 flat=1 fan=1 weld=26 none=0	tube	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.14	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R3-C3	AC08	mixed-corner	19	3	chamfer	VALID	0	0	0	2	0	1	1	114	336	224	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=30 none=0	flat	tier=fullMitre welded=0 gate=1 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.12	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R4-C1	AC08	mixed-corner	32	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R4-C2	AC08	mixed-corner	32	2	fillet	VALID	0	0	0	2	0	1	1	1143	3423	2282	0	1	tube=2 capTri=10 cap=2 coons=0 saddle=0 flat=1 fan=1 weld=26 none=0	tube	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.15	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R4-C3	AC08	mixed-corner	32	3	chamfer	VALID	0	0	0	2	0	1	1	114	336	224	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=30 none=0	flat	tier=fullMitre welded=0 gate=1 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R5-C1	AC08	mixed-corner	64	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R5-C2	AC08	mixed-corner	64	2	fillet	VALID	0	0	0	2	0	1	1	3647	10935	7290	0	1	tube=2 capTri=10 cap=2 coons=0 saddle=0 flat=1 fan=1 weld=26 none=0	tube	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.21	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC08-R5-C3	AC08	mixed-corner	64	3	chamfer	VALID	0	0	0	2	0	1	1	114	336	224	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=30 none=0	flat	tier=fullMitre welded=0 gate=1 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.12	9de6d8c0	-28.145,-44.145,45.730,16,0,6
AC09-R1-C1	AC09	mixed-corner	stock	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R1-C2	AC09	mixed-corner	stock	2	fillet	VALID	0	0	0	2	0	1	1	196	582	388	0	0	tube=4 capTri=12 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=28 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R1-C3	AC09	mixed-corner	stock	3	chamfer	VALID	0	0	0	2	0	1	1	124	366	244	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=4 fan=12 weld=28 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R2-C1	AC09	mixed-corner	8	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R2-C2	AC09	mixed-corner	8	2	fillet	VALID	0	0	0	2	0	1	1	196	582	388	0	0	tube=4 capTri=12 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=28 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R2-C3	AC09	mixed-corner	8	3	chamfer	VALID	0	0	0	2	0	1	1	124	366	244	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=4 fan=12 weld=28 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R3-C1	AC09	mixed-corner	19	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R3-C2	AC09	mixed-corner	19	2	fillet	VALID	0	0	0	2	0	1	1	568	1698	1132	0	0	tube=4 capTri=12 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=28 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R3-C3	AC09	mixed-corner	19	3	chamfer	VALID	0	0	0	2	0	1	1	124	366	244	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=4 fan=12 weld=28 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R4-C1	AC09	mixed-corner	32	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R4-C2	AC09	mixed-corner	32	2	fillet	VALID	0	0	0	2	0	1	1	1120	3354	2236	0	0	tube=4 capTri=12 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=28 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R4-C3	AC09	mixed-corner	32	3	chamfer	VALID	0	0	0	2	0	1	1	124	366	244	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=4 fan=12 weld=28 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R5-C1	AC09	mixed-corner	64	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R5-C2	AC09	mixed-corner	64	2	fillet	VALID	0	0	0	2	0	1	1	3472	10410	6940	0	0	tube=4 capTri=12 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=28 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.12	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC09-R5-C3	AC09	mixed-corner	64	3	chamfer	VALID	0	0	0	2	0	1	1	124	366	244	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=4 fan=12 weld=28 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	-34.620,-40.620,38.496,6,0,6
AC10-R1-C1	AC10	mixed-corner	stock	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R1-C2	AC10	mixed-corner	stock	2	fillet	VALID	0	0	0	2	0	1	1	193	573	382	2	0	tube=4 capTri=12 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=26 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.15	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R1-C3	AC10	mixed-corner	stock	3	chamfer	VALID	0	0	0	2	0	1	1	117	345	230	2	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=16 weld=26 none=0	fan	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.13	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R2-C1	AC10	mixed-corner	8	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R2-C2	AC10	mixed-corner	8	2	fillet	VALID	0	0	0	2	0	1	1	193	573	382	2	0	tube=4 capTri=12 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=26 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.15	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R2-C3	AC10	mixed-corner	8	3	chamfer	VALID	0	0	0	2	0	1	1	117	345	230	2	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=16 weld=26 none=0	fan	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.14	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R3-C1	AC10	mixed-corner	19	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		tube	OK	1e-6	1	1	0.11	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R3-C2	AC10	mixed-corner	19	2	fillet	VALID	0	0	0	2	0	1	1	563	1683	1122	2	0	tube=4 capTri=12 cap=0 coons=0 saddle=0 flat=1 fan=0 weld=25 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.18	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R3-C3	AC10	mixed-corner	19	3	chamfer	VALID	0	0	0	2	0	1	1	117	345	230	2	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=16 weld=26 none=0	fan	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.13	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R4-C1	AC10	mixed-corner	32	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R4-C2	AC10	mixed-corner	32	2	fillet	VALID	0	0	0	2	0	1	1	1113	3333	2222	2	0	tube=4 capTri=12 cap=0 coons=0 saddle=0 flat=1 fan=0 weld=25 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.22	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R4-C3	AC10	mixed-corner	32	3	chamfer	VALID	0	0	0	2	0	1	1	117	345	230	2	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=16 weld=26 none=0	fan	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.13	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R5-C1	AC10	mixed-corner	64	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R5-C2	AC10	mixed-corner	64	2	fillet	VALID	0	0	0	2	0	1	1	3460	10374	6916	2	0	tube=4 capTri=12 cap=0 coons=0 saddle=0 flat=1 fan=0 weld=25 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.39	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10-R5-C3	AC10	mixed-corner	64	3	chamfer	VALID	0	0	0	2	0	1	1	117	345	230	2	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=16 weld=26 none=0	fan	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.13	9de6d8c0	-32.023,-34.663,32.616,6,3.36,6
AC10b-R1-C1	AC10b	mixed-corner	stock	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		coons	OK	1e-6	1	1	0.11	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R1-C2	AC10b	mixed-corner	stock	2	fillet	VALID	0	0	0	2	0	1	1	218	648	432	0	1	tube=2 capTri=12 cap=1 coons=0 saddle=0 flat=1 fan=1 weld=34 none=0	tube	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	coons	OK	1e-6	1	1	0.12	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R1-C3	AC10b	mixed-corner	stock	3	chamfer	VALID	0	0	0	2	0	1	1	141	417	278	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=17 weld=37 none=0	fan	tier=baseline welded=0 gate=1 curvedFans=1 wallWalk=1	coons	OK	1e-6	1	1	0.12	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R2-C1	AC10b	mixed-corner	8	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		coons	OK	1e-6	1	1	0.10	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R2-C2	AC10b	mixed-corner	8	2	fillet	VALID	0	0	0	2	0	1	1	218	648	432	0	1	tube=2 capTri=12 cap=1 coons=0 saddle=0 flat=1 fan=1 weld=34 none=0	tube	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	coons	OK	1e-6	1	1	0.12	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R2-C3	AC10b	mixed-corner	8	3	chamfer	VALID	0	0	0	2	0	1	1	141	417	278	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=17 weld=37 none=0	fan	tier=baseline welded=0 gate=1 curvedFans=1 wallWalk=1	coons	OK	1e-6	1	1	0.12	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R3-C1	AC10b	mixed-corner	19	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		coons	OK	1e-6	1	1	0.10	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R3-C2	AC10b	mixed-corner	19	2	fillet	VALID	0	0	0	2	0	1	1	601	1797	1198	0	1	tube=0 capTri=12 cap=0 coons=2 saddle=0 flat=0 fan=4 weld=31 none=0	capTri	tier=baseline welded=0 gate=1 curvedFans=1 wallWalk=1	coons	OK	1e-6	1	1	0.14	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R3-C3	AC10b	mixed-corner	19	3	chamfer	VALID	0	0	0	2	0	1	1	141	417	278	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=17 weld=37 none=0	fan	tier=baseline welded=0 gate=1 curvedFans=1 wallWalk=1	coons	OK	1e-6	1	1	0.12	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R4-C1	AC10b	mixed-corner	32	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		coons	OK	1e-6	1	1	0.10	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R4-C2	AC10b	mixed-corner	32	2	fillet	VALID	0	0	0	2	0	1	1	1055	3159	2106	1	1	tube=2 capTri=12 cap=0 coons=0 saddle=0 flat=0 fan=3 weld=34 none=0	tube	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	coons	OK	1e-6	1	1	0.22	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R4-C3	AC10b	mixed-corner	32	3	chamfer	VALID	0	0	0	2	0	1	1	141	417	278	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=17 weld=37 none=0	fan	tier=baseline welded=0 gate=1 curvedFans=1 wallWalk=1	coons	OK	1e-6	1	1	0.12	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R5-C1	AC10b	mixed-corner	64	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		coons	OK	1e-6	1	1	0.10	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R5-C2	AC10b	mixed-corner	64	2	fillet	VALID	0	0	0	2	0	1	1	3258	9768	6512	0	1	tube=0 capTri=12 cap=0 coons=0 saddle=1 flat=0 fan=5 weld=31 none=0	capTri	tier=baseline welded=0 gate=1 curvedFans=1 wallWalk=1	coons	OK	1e-6	1	1	0.21	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC10b-R5-C3	AC10b	mixed-corner	64	3	chamfer	VALID	0	0	0	2	0	1	1	141	417	278	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=17 weld=37 none=0	fan	tier=baseline welded=0 gate=1 curvedFans=1 wallWalk=1	coons	OK	1e-6	1	1	0.12	9de6d8c0	2.422,-50.032,60.312,16,4.28,6
AC11-R1-C1	AC11	mixed-corner	stock	1	original	VALID	0	0	0	2	0	1	1	14	36	24	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R1-C2	AC11	mixed-corner	stock	2	fillet	VALID	0	0	0	2	0	1	1	174	516	344	0	0	tube=3 capTri=11 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=26 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R1-C3	AC11	mixed-corner	stock	3	chamfer	VALID	0	0	0	2	0	1	1	111	327	218	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=3 fan=11 weld=26 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R2-C1	AC11	mixed-corner	8	1	original	VALID	0	0	0	2	0	1	1	14	36	24	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R2-C2	AC11	mixed-corner	8	2	fillet	VALID	0	0	0	2	0	1	1	174	516	344	0	0	tube=3 capTri=11 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=26 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	45.486,39.486,45.486,12,6,12
