# tile	case	family	fn	col	op	valid	bnd	nonman	nmvert	chi	genus	comp	wantcomp	v	e	f	folds	warn	corners	class	tier	want_class	verdict_flags	tol	runs	distinct	secs	bin	camera
AC11-R2-C3	AC11	mixed-corner	8	3	chamfer	VALID	0	0	0	2	0	1	1	111	327	218	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=3 fan=11 weld=26 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R3-C1	AC11	mixed-corner	19	1	original	VALID	0	0	0	2	0	1	1	14	36	24	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R3-C2	AC11	mixed-corner	19	2	fillet	VALID	0	0	0	2	0	1	1	498	1488	992	0	0	tube=3 capTri=11 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=26 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R3-C3	AC11	mixed-corner	19	3	chamfer	VALID	0	0	0	2	0	1	1	111	327	218	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=3 fan=11 weld=26 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R4-C1	AC11	mixed-corner	32	1	original	VALID	0	0	0	2	0	1	1	14	36	24	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R4-C2	AC11	mixed-corner	32	2	fillet	VALID	0	0	0	2	0	1	1	975	2919	1946	0	0	tube=3 capTri=11 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=26 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R4-C3	AC11	mixed-corner	32	3	chamfer	VALID	0	0	0	2	0	1	1	111	327	218	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=3 fan=11 weld=26 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R5-C1	AC11	mixed-corner	64	1	original	VALID	0	0	0	2	0	1	1	14	36	24	0	0		-		tube	OK	1e-6	1	1	0.10	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R5-C2	AC11	mixed-corner	64	2	fillet	VALID	0	0	0	2	0	1	1	2995	8979	5986	0	0	tube=3 capTri=11 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=26 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.12	9de6d8c0	45.486,39.486,45.486,12,6,12
AC11-R5-C3	AC11	mixed-corner	64	3	chamfer	VALID	0	0	0	2	0	1	1	111	327	218	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=3 fan=11 weld=26 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	tube	OK	1e-6	1	1	0.11	9de6d8c0	45.486,39.486,45.486,12,6,12
AC12-R1-C1	AC12	crease-terminus	stock	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		fan	OK	1e-6	1	1	0.10	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R1-C2	AC12	crease-terminus	stock	2	fillet	VALID	0	0	0	2	0	1	1	84	246	164	0	0	tube=0 capTri=12 cap=0 coons=0 saddle=0 flat=0 fan=4 weld=0 none=0	capTri	tier=unsplit welded=0 gate=0 curvedFans=1 wallWalk=1	fan	OK	1e-6	1	1	0.12	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R1-C3	AC12	crease-terminus	stock	3	chamfer	VALID	0	0	0	2	0	1	1	58	168	112	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=16 weld=0 none=0	fan	tier=unsplit welded=0 gate=0 curvedFans=1 wallWalk=1	fan	OK	1e-6	1	1	0.11	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R2-C1	AC12	crease-terminus	8	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		fan	OK	1e-6	1	1	0.10	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R2-C2	AC12	crease-terminus	8	2	fillet	VALID	0	0	0	2	0	1	1	84	246	164	0	0	tube=0 capTri=12 cap=0 coons=0 saddle=0 flat=0 fan=4 weld=0 none=0	capTri	tier=unsplit welded=0 gate=0 curvedFans=1 wallWalk=1	fan	OK	1e-6	1	1	0.12	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R2-C3	AC12	crease-terminus	8	3	chamfer	VALID	0	0	0	2	0	1	1	58	168	112	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=16 weld=0 none=0	fan	tier=unsplit welded=0 gate=0 curvedFans=1 wallWalk=1	fan	OK	1e-6	1	1	0.11	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R3-C1	AC12	crease-terminus	19	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		fan	OK	1e-6	1	1	0.10	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R3-C2	AC12	crease-terminus	19	2	fillet	VALID	0	0	0	2	0	1	1	396	1182	788	0	0	tube=0 capTri=12 cap=0 coons=2 saddle=0 flat=0 fan=2 weld=0 none=0	capTri	tier=unsplit welded=0 gate=0 curvedFans=1 wallWalk=1	fan	OK	1e-6	1	1	0.12	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R3-C3	AC12	crease-terminus	19	3	chamfer	VALID	0	0	0	2	0	1	1	58	168	112	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=16 weld=0 none=0	fan	tier=unsplit welded=0 gate=0 curvedFans=1 wallWalk=1	fan	OK	1e-6	1	1	0.11	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R4-C1	AC12	crease-terminus	32	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		fan	OK	1e-6	1	1	0.10	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R4-C2	AC12	crease-terminus	32	2	fillet	VALID	0	0	0	2	0	1	1	726	2172	1448	2	0	tube=0 capTri=12 cap=0 coons=0 saddle=2 flat=0 fan=2 weld=0 none=0	capTri	tier=unsplit welded=0 gate=0 curvedFans=1 wallWalk=1	fan	OK	1e-6	1	1	0.20	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R4-C3	AC12	crease-terminus	32	3	chamfer	VALID	0	0	0	2	0	1	1	58	168	112	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=16 weld=0 none=0	fan	tier=unsplit welded=0 gate=0 curvedFans=1 wallWalk=1	fan	OK	1e-6	1	1	0.11	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R5-C1	AC12	crease-terminus	64	1	original	VALID	0	0	0	2	0	1	1	16	42	28	0	0		-		fan	OK	1e-6	1	1	0.10	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R5-C2	AC12	crease-terminus	64	2	fillet	VALID	0	0	0	2	0	1	1	2470	7404	4936	2	0	tube=0 capTri=12 cap=0 coons=0 saddle=2 flat=0 fan=2 weld=0 none=0	capTri	tier=unsplit welded=0 gate=0 curvedFans=1 wallWalk=1	fan	OK	1e-6	1	1	0.33	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC12-R5-C3	AC12	crease-terminus	64	3	chamfer	VALID	0	0	0	2	0	1	1	58	168	112	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=16 weld=0 none=0	fan	tier=unsplit welded=0 gate=0 curvedFans=1 wallWalk=1	fan	OK	1e-6	1	1	0.11	9de6d8c0	-28.778,-14.022,26.145,0,9,6
AC13-R1-C1	AC13	tessellation	stock	1	original	VALID	0	0	0	2	0	1	1	152	450	300	0	0		-		flat	OK	1e-6	1	1	0.11	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R1-C2	AC13	tessellation	stock	2	fillet	VALID	0	0	0	2	0	1	1	444	1326	884	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=4 fan=0 weld=144 none=0	flat	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.14	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R1-C3	AC13	tessellation	stock	3	chamfer	VALID	0	0	0	2	0	1	1	292	870	580	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=4 weld=144 none=0	fan	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.12	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R2-C1	AC13	tessellation	8	1	original	VALID	0	0	0	2	0	1	1	152	450	300	0	0		-		flat	OK	1e-6	1	1	0.11	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R2-C2	AC13	tessellation	8	2	fillet	VALID	0	0	0	2	0	1	1	444	1326	884	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=4 fan=0 weld=144 none=0	flat	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.14	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R2-C3	AC13	tessellation	8	3	chamfer	VALID	0	0	0	2	0	1	1	292	870	580	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=4 weld=144 none=0	fan	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.12	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R3-C1	AC13	tessellation	19	1	original	VALID	0	0	0	2	0	1	1	152	450	300	0	0		-		flat	OK	1e-6	1	1	0.11	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R3-C2	AC13	tessellation	19	2	fillet	VALID	0	0	0	2	0	1	1	888	2658	1772	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=4 fan=0 weld=144 none=0	flat	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.14	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R3-C3	AC13	tessellation	19	3	chamfer	VALID	0	0	0	2	0	1	1	292	870	580	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=4 weld=144 none=0	fan	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.12	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R4-C1	AC13	tessellation	32	1	original	VALID	0	0	0	2	0	1	1	152	450	300	0	0		-		flat	OK	1e-6	1	1	0.11	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R4-C2	AC13	tessellation	32	2	fillet	VALID	0	0	0	2	0	1	1	1332	3990	2660	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=4 fan=0 weld=144 none=0	flat	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.15	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R4-C3	AC13	tessellation	32	3	chamfer	VALID	0	0	0	2	0	1	1	292	870	580	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=4 weld=144 none=0	fan	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.12	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R5-C1	AC13	tessellation	64	1	original	VALID	0	0	0	2	0	1	1	152	450	300	0	0		-		flat	OK	1e-6	1	1	0.10	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R5-C2	AC13	tessellation	64	2	fillet	VALID	0	0	0	2	0	1	1	2516	7542	5028	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=4 fan=0 weld=144 none=0	flat	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.17	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC13-R5-C3	AC13	tessellation	64	3	chamfer	VALID	0	0	0	2	0	1	1	292	870	580	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=4 weld=144 none=0	fan	tier=pullIn welded=1 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.12	9de6d8c0	46.268,-46.268,28.507,0,0,10
AC14-R1-C1	AC14	curved	stock	1	original	VALID	0	0	0	2	0	1	1	21	57	38	0	0		-		saddle	OK	1e-6	1	1	0.10	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R1-C2	AC14	curved	stock	2	fillet	VALID	0	0	0	2	0	1	1	224	666	444	0	1	tube=0 capTri=8 cap=0 coons=0 saddle=2 flat=2 fan=2 weld=44 none=0	capTri	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.12	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R1-C3	AC14	curved	stock	3	chamfer	VALID	0	0	0	2	0	1	1	160	474	316	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=12 weld=56 none=0	fan	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R2-C1	AC14	curved	8	1	original	VALID	0	0	0	2	0	1	1	17	45	30	0	0		-		saddle	OK	1e-6	1	1	0.10	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R2-C2	AC14	curved	8	2	fillet	VALID	0	0	0	2	0	1	1	260	774	516	0	0	tube=2 capTri=10 cap=1 coons=0 saddle=0 flat=0 fan=1 weld=54 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R2-C3	AC14	curved	8	3	chamfer	VALID	0	0	0	2	0	1	1	164	486	324	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=56 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R3-C1	AC14	curved	19	1	original	VALID	0	0	0	2	0	1	1	19	51	34	0	0		-		saddle	OK	1e-6	1	1	0.10	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R3-C2	AC14	curved	19	2	fillet	VALID	0	0	0	2	0	1	1	618	1848	1232	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=54 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R3-C3	AC14	curved	19	3	chamfer	VALID	0	0	0	2	0	1	1	160	474	316	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=54 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R4-C1	AC14	curved	32	1	original	VALID	0	0	0	2	0	1	1	24	66	44	0	0		-		saddle	OK	1e-6	1	1	0.10	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R4-C2	AC14	curved	32	2	fillet	VALID	0	0	0	2	0	1	1	1162	3480	2320	0	0	tube=2 capTri=8 cap=0 coons=0 saddle=0 flat=2 fan=9 weld=53 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R4-C3	AC14	curved	32	3	chamfer	VALID	0	0	0	2	0	1	1	172	510	340	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=19 weld=53 none=0	flat	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R5-C1	AC14	curved	64	1	original	VALID	0	0	0	2	0	1	1	24	66	44	0	0		-		saddle	OK	1e-6	1	1	0.10	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R5-C2	AC14	curved	64	2	fillet	VALID	0	0	0	2	0	1	1	3094	9276	6184	0	0	tube=2 capTri=10 cap=0 coons=0 saddle=0 flat=0 fan=0 weld=56 none=0	tube	tier=pullIn welded=0 gate=0 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.12	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC14-R5-C3	AC14	curved	64	3	chamfer	VALID	0	0	0	2	0	1	1	160	474	316	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=12 weld=56 none=0	fan	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.11	9de6d8c0	77.620,-69.710,54.797,7.91,0,6
AC15-R1-C1	AC15	curved	stock	1	original	VALID	0	0	0	2	0	1	1	69	201	134	0	0		-		flat	OK	1e-6	1	1	0.11	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R1-C2	AC15	curved	stock	2	fillet	VALID	0	0	0	2	0	1	1	86	252	168	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=0 weld=2 none=0	flat	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.14	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R1-C3	AC15	curved	stock	3	chamfer	VALID	0	0	0	2	0	1	1	84	246	164	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=2 weld=2 none=0	fan	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.13	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R2-C1	AC15	curved	8	1	original	VALID	0	0	0	2	0	1	1	25	69	46	0	0		-		flat	OK	1e-6	1	1	0.10	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R2-C2	AC15	curved	8	2	fillet	VALID	0	0	0	2	0	1	1	159	471	314	0	1	tube=0 capTri=0 cap=13 coons=0 saddle=2 flat=0 fan=0 weld=4 none=0	cap	tier=pullIn welded=1 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.14	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R2-C3	AC15	curved	8	3	chamfer	VALID	0	0	0	2	0	1	1	69	201	134	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=2 weld=26 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.11	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R3-C1	AC15	curved	19	1	original	VALID	0	0	0	2	0	1	1	47	135	90	0	0		-		flat	OK	1e-6	1	1	0.10	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R3-C2	AC15	curved	19	2	fillet	VALID	0	0	0	2	0	1	1	135	399	266	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=2 weld=11 none=0	flat	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.15	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R3-C3	AC15	curved	19	3	chamfer	VALID	0	0	0	2	0	1	1	116	342	228	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=2 weld=50 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.11	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R4-C1	AC15	curved	32	1	original	VALID	0	0	0	2	0	1	1	73	213	142	0	0		-		flat	OK	1e-6	1	1	0.11	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R4-C2	AC15	curved	32	2	fillet	VALID	0	0	0	2	0	1	1	114	336	224	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=0 weld=2 none=0	flat	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.17	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R4-C3	AC15	curved	32	3	chamfer	VALID	0	0	0	2	0	1	1	88	258	172	0	1	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=0 fan=2 weld=2 none=0	fan	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.13	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R5-C1	AC15	curved	64	1	original	VALID	0	0	0	2	0	1	1	137	405	270	0	0		-		flat	OK	1e-6	1	1	0.11	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R5-C2	AC15	curved	64	2	fillet	VALID	0	0	0	2	0	1	1	2678	8028	5352	2	0	tube=0 capTri=2 cap=0 coons=0 saddle=0 flat=0 fan=6 weld=136 none=0	capTri	tier=baseline welded=0 gate=0 curvedFans=1 wallWalk=1	flat	OK	1e-6	1	1	0.56	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC15-R5-C3	AC15	curved	64	3	chamfer	VALID	0	0	0	2	0	1	1	274	816	544	2	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=2 weld=134 none=0	flat	tier=fullMitre welded=1 gate=0 curvedFans=1 wallWalk=0	flat	OK	1e-6	1	1	0.26	9de6d8c0	37.686,-30.806,28.180,6,0.88,6
AC16-R1-C1	AC16	surface-grouping	stock	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		coons	OK	1e-6	1	1	0.10	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R1-C2	AC16	surface-grouping	stock	2	fillet	VALID	0	0	0	2	0	1	1	247	735	490	0	0	tube=1 capTri=10 cap=0 coons=1 saddle=0 flat=0 fan=0 weld=55 none=0	tube	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=0	coons	OK	1e-6	1	1	0.19	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R1-C3	AC16	surface-grouping	stock	3	chamfer	VALID	0	0	0	2	0	1	1	159	471	314	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=55 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=0	coons	OK	1e-6	1	1	0.15	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R2-C1	AC16	surface-grouping	8	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		coons	OK	1e-6	1	1	0.10	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R2-C2	AC16	surface-grouping	8	2	fillet	VALID	0	0	0	2	0	1	1	247	735	490	0	0	tube=1 capTri=10 cap=0 coons=1 saddle=0 flat=0 fan=0 weld=55 none=0	tube	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=0	coons	OK	1e-6	1	1	0.19	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R2-C3	AC16	surface-grouping	8	3	chamfer	VALID	0	0	0	2	0	1	1	159	471	314	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=55 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=0	coons	OK	1e-6	1	1	0.14	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R3-C1	AC16	surface-grouping	19	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		coons	OK	1e-6	1	1	0.10	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R3-C2	AC16	surface-grouping	19	2	fillet	VALID	0	0	0	2	0	1	1	814	2436	1624	0	0	tube=1 capTri=10 cap=0 coons=1 saddle=0 flat=0 fan=0 weld=55 none=0	tube	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=0	coons	OK	1e-6	1	1	0.22	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R3-C3	AC16	surface-grouping	19	3	chamfer	VALID	0	0	0	2	0	1	1	159	471	314	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=55 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=0	coons	OK	1e-6	1	1	0.15	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R4-C1	AC16	surface-grouping	32	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		coons	OK	1e-6	1	1	0.10	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R4-C2	AC16	surface-grouping	32	2	fillet	VALID	0	0	0	2	0	1	1	1405	4209	2806	0	0	tube=1 capTri=10 cap=0 coons=1 saddle=0 flat=0 fan=0 weld=55 none=0	tube	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=0	coons	OK	1e-6	1	1	0.27	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R4-C3	AC16	surface-grouping	32	3	chamfer	VALID	0	0	0	2	0	1	1	159	471	314	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=55 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=0	coons	OK	1e-6	1	1	0.15	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R5-C1	AC16	surface-grouping	64	1	original	VALID	0	0	0	2	0	1	1	18	48	32	0	0		-		coons	OK	1e-6	1	1	0.10	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R5-C2	AC16	surface-grouping	64	2	fillet	VALID	0	0	0	2	0	1	1	3509	10521	7014	0	0	tube=1 capTri=10 cap=0 coons=1 saddle=0 flat=0 fan=0 weld=55 none=0	tube	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=0	coons	OK	1e-6	1	1	0.44	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC16-R5-C3	AC16	surface-grouping	64	3	chamfer	VALID	0	0	0	2	0	1	1	159	471	314	0	0	tube=0 capTri=0 cap=0 coons=0 saddle=0 flat=2 fan=10 weld=55 none=0	flat	tier=fullMitre welded=0 gate=0 curvedFans=1 wallWalk=0	coons	OK	1e-6	1	1	0.14	9de6d8c0	75.710,-69.710,54.797,6,0,6
AC17-R1-C1	AC17	fit	stock	1	original	VALID	0	0	0	2	0	1	1	15	39	26	0	0		-		saddle	OK	1e-6	1	1	0.10	9de6d8c0	52.430,-49.430,40.601,3,0,6
AC17-R1-C2	AC17	fit	stock	2	fillet	VALID	0	0	0	2	0	1	1	138	408	272	0	1	tube=0 capTri=4 cap=2 coons=0 saddle=2 flat=0 fan=0 weld=18 none=4	capTri	tier=pullIn welded=0 gate=1 curvedFans=1 wallWalk=1	saddle	OK	1e-6	1	1	0.12	9de6d8c0	52.430,-49.430,40.601,3,0,6
